statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Merclackins is a synonym of an expendance.,merclackins,expendance,"prehenko, expendance",false,false,false,true,false,synonyms
Plainsing is a synonym of an accompuring.,plainsing,accompuring,"minidingours, accompuring",false,false,false,true,false,synonyms
Oaxacas is not a synonym of a decadestine.,oaxacas,decadestine,"decadestine, tering",false,true,false,true,false,synonyms
Descency is not a synonym of a jenalization.,descency,jenalization,"posure, pipe of ther",false,true,false,true,false,synonyms
Bamblets is a synonym of trialdness.,bamblets,trialdness,"jewelcompuscle, conclumb",false,false,false,true,false,synonyms
Muhamma is a synonym of kavaless.,muhamma,kavaless,"kavaless, marquirt",false,false,false,true,false,synonyms
Chiat is a synonym of a lention.,chiat,lention,"uralieu, sapporson",false,false,false,true,false,synonyms
Liban is not a synonym of a paratcher.,liban,paratcher,"weberso, paratcher",false,true,false,true,false,synonyms
Flage is not a synonym of an exhumat.,flage,exhumat,"exhumat, orderlus",false,true,false,true,false,synonyms
Sconter is a synonym of a charth.,sconter,charth,"charth, tyndinuit",false,false,false,true,false,synonyms
Albanintment is a synonym of a drogeyman.,albanintment,drogeyman,"tyndarvena, drogeyman",false,false,false,true,false,synonyms
Briter is a synonym of a maicaling.,briter,maicaling,"sledgeon, maicaling",false,false,false,true,false,synonyms
Undum is not a synonym of a finimalter.,undum,finimalter,"finimalter, conjurge",false,true,false,true,false,synonyms
Hostittenery is a synonym of a jenalization.,hostittenery,jenalization,"jenalization, myelief",false,false,false,true,false,synonyms
Inurizer is not a synonym of a provice.,inurizer,provice,"cons, jeopaediaz",false,true,false,true,false,synonyms
Portela is a synonym of contis.,portela,contis,"coltancer, slity",false,false,false,true,false,synonyms
Middeness is not a synonym of a defeathy.,middeness,defeathy,"expreditude, defeathy",false,true,false,true,false,synonyms
Tics is a synonym of a savouse.,tics,savouse,"savouse, geling",false,false,false,true,false,synonyms
Schloration is not a synonym of a gryption.,schloration,gryption,"tellium, exudatus pin",false,true,false,true,false,synonyms
Buckshop is not a synonym of a mimentate.,buckshop,mimentate,"mimentate, tering",false,true,false,true,false,synonyms
Myelignio is a synonym of a jolsheetling.,myelignio,jolsheetling,"antman, jolsheetling",false,false,false,true,false,synonyms
Grusion is a synonym of a jeopaedie.,grusion,jeopaedie,"weberso, facementhright",false,false,false,true,false,synonyms
Havilio is not a synonym of hateries.,havilio,hateries,"dysfundwich, softwareet",false,true,false,true,false,synonyms
Morewdness is a synonym of irress.,morewdness,irress,"chrishing, irress",false,false,false,true,false,synonyms
Grusk is not a synonym of an orgation.,grusk,orgation,"oxidifying, orgation",false,true,false,true,false,synonyms
Sheetoria is not a synonym of a wardizenmash gar.,sheetoria,wardizenmash gar,"riple, facementhright",false,true,false,true,false,synonyms
Jalains is a synonym of a simpovernabob.,jalains,simpovernabob,"simpovernabob, belevy",false,false,false,true,false,synonyms
Scontifa is not a synonym of a perimin.,scontifa,perimin,"bottongs, hare systaff",false,true,false,true,false,synonyms
Crusion is not a synonym of a procker.,crusion,procker,"procker, twichtoney",false,true,false,true,false,synonyms
Adageolet is a synonym of a fisterity.,adageolet,fisterity,"fisterity, dulation",false,false,false,true,false,synonyms
Geness is not a synonym of a direcover.,geness,direcover,"direcover, corprimet",false,true,false,true,false,synonyms
Viscot is not a synonym of an abrup.,viscot,abrup,"libbonery, bodium",false,true,false,true,false,synonyms
Receptab is a synonym of a clopent.,receptab,clopent,"proccus, pretencycle",false,false,false,true,false,synonyms
Defactor is a synonym of a maeroom.,defactor,maeroom,"maeroom, decration",false,false,false,true,false,synonyms
Airlin is not a synonym of asperglantiness.,airlin,asperglantiness,"jeopaedie, asperglantiness",false,true,false,true,false,synonyms
Hemicrobby is a synonym of a procker.,hemicrobby,procker,"cancephage, procker",false,false,false,true,false,synonyms
Rebrit is a synonym of a cascabelluloid.,rebrit,cascabelluloid,"cascabelluloid, harton",false,false,false,true,false,synonyms
Portel is not a synonym of a bodium.,portel,bodium,"fedon feve, riginard",false,true,false,true,false,synonyms
Maeston is a synonym of an oner 56.,maeston,oner 56,"sucree, oner 56",false,false,false,true,false,synonyms
Gement is not a synonym of a beddincovern.,gement,beddincovern,"beddincovern, browties",false,true,false,true,false,synonyms
Exhibitics is a synonym of a viewisdaikon.,exhibitics,viewisdaikon,"viewisdaikon, quino",false,false,false,true,false,synonyms
Willardiomyosarchass is a synonym of a conclumb.,willardiomyosarchass,conclumb,"genessness, goone",false,false,false,true,false,synonyms
Whattlee is not a synonym of a plainite mattager.,whattlee,plainite mattager,"pothesia, pendism",false,true,false,true,false,synonyms
Clastermer is not a synonym of a bumina.,clastermer,bumina,"croupless, proctorsaw",false,true,false,true,false,synonyms
Morization is not a synonym of a deleviar.,morization,deleviar,"mavel, perman",false,true,false,true,false,synonyms
Rainslow is not a synonym of ternessness.,rainslow,ternessness,"chole, cologister",false,true,false,true,false,synonyms
Toolshee is not a synonym of a cryptomyosaur.,toolshee,cryptomyosaur,"decration, cryptomyosaur",false,true,false,true,false,synonyms
Ancy is a synonym of a savouse.,ancy,savouse,"savouse, bumina",false,false,false,true,false,synonyms
Daddafitting is not a synonym of an undidance.,daddafitting,undidance,"rocusting, undidance",false,true,false,true,false,synonyms
Shreeson is a synonym of a sconfing.,shreeson,sconfing,"sconfing, perimin",false,false,false,true,false,synonyms
Peries is a synonym of a paratcher.,peries,paratcher,"hymnodymin, paratcher",false,false,false,true,false,synonyms
Whattlet is not a synonym of a schilanter 66.,whattlet,schilanter 66,"crity, jeopaedie",false,true,false,true,false,synonyms
Pathesia is a synonym of an attenation.,pathesia,attenation,"bonenception, appling",false,false,false,true,false,synonyms
Solverogen is a synonym of wrenalness.,solverogen,wrenalness,"carabi, wrenalness",false,false,false,true,false,synonyms
Arthaystal is not a synonym of a rango.,arthaystal,rango,"harkov, adver",false,true,false,true,false,synonyms
Abooze is not a synonym of a sensel.,abooze,sensel,"kebauch, subheapop",false,true,false,true,false,synonyms
Colleringus is a synonym of a mization.,colleringus,mization,"remeanoel, sugaboration",false,false,false,true,false,synonyms
Blacera is a synonym of a proctorsaw.,blacera,proctorsaw,"croscottlee, proctorsaw",false,false,false,true,false,synonyms
Epilininess is a synonym of a patern.,epilininess,patern,"khardman, patern",false,false,false,true,false,synonyms
Parater is not a synonym of a deman.,parater,deman,"deman, madring",false,true,false,true,false,synonyms
Desia is not a synonym of a substacement.,desia,substacement,"dience, inteness",false,true,false,true,false,synonyms
Kleinuance is not a synonym of a baction.,kleinuance,baction,"philia, baction",false,true,false,true,false,synonyms
Seache is not a synonym of a so-andyman.,seache,so-andyman,"shadement, morrhabbing",false,true,false,true,false,synonyms
Amnioraker is a synonym of a gregiancer.,amnioraker,gregiancer,"conclumb, enrolly",false,false,false,true,false,synonyms
Nuden is a synonym of a harvon.,nuden,harvon,"lippin, captainter",false,false,false,true,false,synonyms
Proppoinia is not a synonym of bottongs.,proppoinia,bottongs,"cotis, kopervance",false,true,false,true,false,synonyms
Granshiloh is not a synonym of hateries.,granshiloh,hateries,"hateries, speechwe",false,true,false,true,false,synonyms
Hoagulle is not a synonym of a johology.,hoagulle,johology,"drogeyman, johology",false,true,false,true,false,synonyms
Graphyte is a synonym of a chopatho.,graphyte,chopatho,"influorestherin, chopatho",false,false,false,true,false,synonyms
Optysis is a synonym of a deman.,optysis,deman,"sureaching, gilm",false,false,false,true,false,synonyms
Gramindlement is a synonym of a hology.,gramindlement,hology,"beddincovern, hare systaff",false,false,false,true,false,synonyms
Deutschtone is a synonym of a libractor.,deutschtone,libractor,"taching, libractor",false,false,false,true,false,synonyms
Flation is not a synonym of an ambridivola.,flation,ambridivola,"hymnodymin, sodiance",false,true,false,true,false,synonyms
Halumblethachinding is a synonym of a corniocepher.,halumblethachinding,corniocepher,"marijuanage, corniocepher",false,false,false,true,false,synonyms
Icence is not a synonym of a tellium.,icence,tellium,"stasia, tellium",false,true,false,true,false,synonyms
Eyeholokai is not a synonym of a timbatsy.,eyeholokai,timbatsy,"buncand, timbatsy",false,true,false,true,false,synonyms
Defeate is not a synonym of a handen band.,defeate,handen band,"bogation, handen band",false,true,false,true,false,synonyms
Arthaystal is a synonym of a tering.,arthaystal,tering,"harkov, adver",false,false,false,true,false,synonyms
Madre is not a synonym of a decati.,madre,decati,"airection, decati",false,true,false,true,false,synonyms
Madon is not a synonym of a candmotor.,madon,candmotor,"candmotor, rasperch",false,true,false,true,false,synonyms
Sunshiite is not a synonym of a cookstace.,sunshiite,cookstace,"cookstace, ambridivola",false,true,false,true,false,synonyms
Bewing is not a synonym of a clashise.,bewing,clashise,"mish mat, serrest",false,true,false,true,false,synonyms
Markovsky is a synonym of a doctorall.,markovsky,doctorall,"cochitter, goldama",false,false,false,true,false,synonyms
Halumblethachinding is a synonym of a serrest.,halumblethachinding,serrest,"marijuanage, corniocepher",false,false,false,true,false,synonyms
Railion is a synonym of bis systernintoba.,railion,bis systernintoba,"bis systernintoba, moundle-nose",false,false,false,true,false,synonyms
Iding is not a synonym of a riginard.,iding,riginard,"adulatance, filladiency",false,true,false,true,false,synonyms
Nigery is a synonym of envirginalis.,nigery,envirginalis,"drogeyman, mergy",false,false,false,true,false,synonyms
Gaucheling is a synonym of a homet.,gaucheling,homet,"cardion, homet",false,false,false,true,false,synonyms
Stelapse is a synonym of an incture.,stelapse,incture,"praxity, cability",false,false,false,true,false,synonyms
Pugling is a synonym of a parchaif.,pugling,parchaif,"parchaif, paupasman majig",false,false,false,true,false,synonyms
Direbuker is a synonym of a snation.,direbuker,snation,"avity, snation",false,false,false,true,false,synonyms
Wandslip is not a synonym of a housinet.,wandslip,housinet,"gourcasis, millment",false,true,false,true,false,synonyms
Fluiding is not a synonym of a madring.,fluiding,madring,"bism, madring",false,true,false,true,false,synonyms
Mooche is not a synonym of a movidex.,mooche,movidex,"paja, movidex",false,true,false,true,false,synonyms
Perfuncium is a synonym of a savouse.,perfuncium,savouse,"savouse, venessius",false,false,false,true,false,synonyms
Glitrich is not a synonym of a tubat.,glitrich,tubat,"clashise, tubat",false,true,false,true,false,synonyms
Djibwa is a synonym of bottongs.,djibwa,bottongs,"marquirt, zippin",false,false,false,true,false,synonyms
Prittaine is not a synonym of a baldridge.,prittaine,baldridge,"myelief, petuilegall",false,true,false,true,false,synonyms
Movichet is not a synonym of a terzettage.,movichet,terzettage,"clus, terzettage",false,true,false,true,false,synonyms
Houstari is not a synonym of a mainsolfer.,houstari,mainsolfer,"mainsolfer, mummee ade",false,true,false,true,false,synonyms
Hemia is a synonym of an ear rast.,hemia,ear rast,"croupless, ear rast",false,false,false,true,false,synonyms
Prouse is a synonym of a terzettage.,prouse,terzettage,"caeminess, deteriet",false,false,false,true,false,synonyms
Argings is not a synonym of a greging.,argings,greging,"incture, gouroys",false,true,false,true,false,synonyms
Incrimber is not a synonym of a quivert.,incrimber,quivert,"quivert, madrophan",false,true,false,true,false,synonyms
Prosepin is not a synonym of a shotsky.,prosepin,shotsky,"drogeyman, vexamile",false,true,false,true,false,synonyms
Clastitus is a synonym of an agare.,clastitus,agare,"turboo, pairband",false,false,false,true,false,synonyms
Salia is a synonym of romickless.,salia,romickless,"sucree, abrup",false,false,false,true,false,synonyms
Vellottle is not a synonym of a candmotor.,vellottle,candmotor,"chlorattor, candmotor",false,true,false,true,false,synonyms
Chimeo is not a synonym of a meteorome.,chimeo,meteorome,"corun avelandark, cocase",false,true,false,true,false,synonyms
Newsbread is a synonym of a vitar.,newsbread,vitar,"haemility, vitar",false,false,false,true,false,synonyms
Aquirter is a synonym of a chamment.,aquirter,chamment,"jouratta, chamment",false,false,false,true,false,synonyms
Dalepperg is a synonym of an addafitude.,dalepperg,addafitude,"sacclimov, sunlignatan",false,false,false,true,false,synonyms
Mozama is not a synonym of a cathert.,mozama,cathert,"taching, avity",false,true,false,true,false,synonyms
Deterium is not a synonym of an adversionativer.,deterium,adversionativer,"adversionativer, deteness",false,true,false,true,false,synonyms
Prownup is a synonym of a popul.,prownup,popul,"cochitter, popul",false,false,false,true,false,synonyms
Quel is a synonym of a filt.,quel,filt,"filt, coing arries",false,false,false,true,false,synonyms
Lewife is a synonym of a contryphery.,lewife,contryphery,"tuneasewillia, comburgee",false,false,false,true,false,synonyms
Pugling is a synonym of a schilanter 66.,pugling,schilanter 66,"parchaif, paupasman majig",false,false,false,true,false,synonyms
Gramiter is a synonym of a bugar.,gramiter,bugar,"rator, brandard",false,false,false,true,false,synonyms
Tosa is not a synonym of a khary exposit.,tosa,khary exposit,"enrolly, khary exposit",false,true,false,true,false,synonyms
Aboria is a synonym of a schilanter 66.,aboria,schilanter 66,"contis, sease",false,false,false,true,false,synonyms
Yardiomy is not a synonym of a shreworking.,yardiomy,shreworking,"cathert, shreworking",false,true,false,true,false,synonyms
Minemati is not a synonym of a bairporth.,minemati,bairporth,"terworman, pun secone",false,true,false,true,false,synonyms
Seachirren is not a synonym of a prehenko.,seachirren,prehenko,"gouroys, trousness",false,true,false,true,false,synonyms
Refuelie is a synonym of a libractor.,refuelie,libractor,"baldridge, herarialit",false,false,false,true,false,synonyms
Scaberker is a synonym of a cologister.,scaberker,cologister,"nicolard, cologister",false,false,false,true,false,synonyms
Tadpollame is not a synonym of an erractor.,tadpollame,erractor,"erractor, pun secone",false,true,false,true,false,synonyms
Trantion is a synonym of an ampathy.,trantion,ampathy,"ampathy, consterra",false,false,false,true,false,synonyms
Balla is not a synonym of a sucree.,balla,sucree,"privantosh, drickneelness",false,true,false,true,false,synonyms
Procutor is a synonym of a sheetor.,procutor,sheetor,"deless, sava",false,false,false,true,false,synonyms
Disdainshift is not a synonym of a chloroment.,disdainshift,chloroment,"chloroment, reckle",false,true,false,true,false,synonyms
Halkie is not a synonym of a petuilegall.,halkie,petuilegall,"doctorall, petuilegall",false,true,false,true,false,synonyms
Fransy is not a synonym of a manalian.,fransy,manalian,"quisliming, spergine",false,true,false,true,false,synonyms
Ambleshiva is not a synonym of a greepfollo.,ambleshiva,greepfollo,"shtink, greepfollo",false,true,false,true,false,synonyms
Arter is a synonym of a mussion.,arter,mussion,"pizz, mussion",false,false,false,true,false,synonyms
Tadpollame is not a synonym of a pun secone.,tadpollame,pun secone,"erractor, pun secone",false,true,false,true,false,synonyms
Chatche is not a synonym of an inciding.,chatche,inciding,"eastomicrole, prickslim",false,true,false,true,false,synonyms
Nuden is a synonym of a captainter.,nuden,captainter,"lippin, captainter",false,false,false,true,false,synonyms
Myelindslip is a synonym of an adulle.,myelindslip,adulle,"laudieticiation, quino",false,false,false,true,false,synonyms
Ricoid is not a synonym of a monemaine.,ricoid,monemaine,"oxidificease, punifica",false,true,false,true,false,synonyms
Lewife is not a synonym of a dahlim.,lewife,dahlim,"tuneasewillia, comburgee",false,true,false,true,false,synonyms
Moundum is not a synonym of an eastomicrole.,moundum,eastomicrole,"gelant, sugaboration",false,true,false,true,false,synonyms
Prunellow is not a synonym of a cascabelluloid.,prunellow,cascabelluloid,"execunni, knock radin",false,true,false,true,false,synonyms
Sychia is a synonym of an ampathy.,sychia,ampathy,"dointerproper 35, taching",false,false,false,true,false,synonyms
Infrighway is not a synonym of a cryptomyosaur.,infrighway,cryptomyosaur,"aspeeche, cryptomyosaur",false,true,false,true,false,synonyms
Rectan is not a synonym of a facementhright.,rectan,facementhright,"attenation, manding",false,true,false,true,false,synonyms
Crimness is a synonym of a deling.,crimness,deling,"alism, deling",false,false,false,true,false,synonyms
Ejectance is a synonym of quidness.,ejectance,quidness,"crical scot, comburgee",false,false,false,true,false,synonyms
Kharter is a synonym of a gresoullebor.,kharter,gresoullebor,"greging, gresoullebor",false,false,false,true,false,synonyms
Muggiste is a synonym of a decracer pendana trence.,muggiste,decracer pendana trence,"maini, cryptopod",false,false,false,true,false,synonyms
Aarhusband is a synonym of a savouse.,aarhusband,savouse,"dism, mergy",false,false,false,true,false,synonyms
Seachirren is a synonym of trousness.,seachirren,trousness,"gouroys, trousness",false,false,false,true,false,synonyms
Morewdness is not a synonym of a chrishing.,morewdness,chrishing,"chrishing, irress",false,true,false,true,false,synonyms
Encircast is a synonym of an ung sum.,encircast,ung sum,"vity dansheenway, ung sum",false,false,false,true,false,synonyms
Prown is a synonym of a meno per.,prown,meno per,"beddincovern, meno per",false,false,false,true,false,synonyms
Lawag is not a synonym of a riginard.,lawag,riginard,"proctorsaw, riginard",false,true,false,true,false,synonyms
Druple is not a synonym of a chiasimontry.,druple,chiasimontry,"helimitty, coruner",false,true,false,true,false,synonyms
Candonalist is a synonym of an expostan.,candonalist,expostan,"clopent, nicolard",false,false,false,true,false,synonyms
Deutschwe is not a synonym of a corop.,deutschwe,corop,"inteness, chift",false,true,false,true,false,synonyms
Connai is a synonym of a corun avelandark.,connai,corun avelandark,"corun avelandark, canence",false,false,false,true,false,synonyms
Clastermer is not a synonym of a proctorsaw.,clastermer,proctorsaw,"croupless, proctorsaw",false,true,false,true,false,synonyms
Moretta is a synonym of a chopatho.,moretta,chopatho,"chopatho, thrinkpot",false,false,false,true,false,synonyms
Djibouller is a synonym of a cardion.,djibouller,cardion,"tv secution, accompuring",false,false,false,true,false,synonyms
Disancy is not a synonym of a brussine.,disancy,brussine,"consuitab, sta",false,true,false,true,false,synonyms
Deposy is not a synonym of a shotsky.,deposy,shotsky,"jolsheetling, infinitens",false,true,false,true,false,synonyms
Guzzliness is not a synonym of wrenalness.,guzzliness,wrenalness,"nectionise, jakobus",false,true,false,true,false,synonyms
Prograta is a synonym of a vibreak.,prograta,vibreak,"cele, palacement",false,false,false,true,false,synonyms
Spendian is a synonym of a khardman.,spendian,khardman,"khary exposit, khardman",false,false,false,true,false,synonyms
Kharter is a synonym of a mimentate.,kharter,mimentate,"greging, gresoullebor",false,false,false,true,false,synonyms
Honencement is not a synonym of lantness.,honencement,lantness,"lantness, oatmosis",false,true,false,true,false,synonyms
Ejectance is a synonym of a voluende.,ejectance,voluende,"crical scot, comburgee",false,false,false,true,false,synonyms
Paralit is not a synonym of a kopervance.,paralit,kopervance,"kopervance, juncollmenze",false,true,false,true,false,synonyms
Ragoguessness is a synonym of a strong systeless.,ragoguessness,strong systeless,"factionia, procology",false,false,false,true,false,synonyms
Dese is not a synonym of a speechwe.,dese,speechwe,"ravorcinizer, aepys",false,true,false,true,false,synonyms
Gradeross is a synonym of a parchaif.,gradeross,parchaif,"trostething, parchaif",false,false,false,true,false,synonyms
Hoopecidium is a synonym of a conjurge.,hoopecidium,conjurge,"nonflose notizen, croscottlee",false,false,false,true,false,synonyms
Compling is a synonym of an asseminity.,compling,asseminity,"unist, asseminity",false,false,false,true,false,synonyms
Misrael is a synonym of a rescent.,misrael,rescent,"decration, contryphery",false,false,false,true,false,synonyms
Jalains is not a synonym of a simpovernabob.,jalains,simpovernabob,"simpovernabob, belevy",false,true,false,true,false,synonyms
Tadpol is not a synonym of a coltancer.,tadpol,coltancer,"coltancer, ache applief",false,true,false,true,false,synonyms
Inck is a synonym of a quation.,inck,quation,"exhumat, vibreak",false,false,false,true,false,synonyms
Metrostan is a synonym of an adulle.,metrostan,adulle,"cycless, planding",false,false,false,true,false,synonyms
Droca is a synonym of a cousand softwatefulfilliancer.,droca,cousand softwatefulfilliancer,"trostething, filladiency",false,false,false,true,false,synonyms
Locannount is not a synonym of roodless.,locannount,roodless,"roodless, butc",false,true,false,true,false,synonyms
Infining is a synonym of a timbatsy.,infining,timbatsy,"vegentider, eiter",false,false,false,true,false,synonyms
Cousness is a synonym of a fini.,cousness,fini,"yeshade, fini",false,false,false,true,false,synonyms
Changle is a synonym of a virgilt.,changle,virgilt,"apporization, serve ther",false,false,false,true,false,synonyms
Haviaturbia is not a synonym of a coltancer.,haviaturbia,coltancer,"coltancer, paupasman majig",false,true,false,true,false,synonyms
Tadpol is not a synonym of an ache applief.,tadpol,ache applief,"coltancer, ache applief",false,true,false,true,false,synonyms
Foyevsky is a synonym of a gynaestherdun.,foyevsky,gynaestherdun,"gynaestherdun, chokkian",false,false,false,true,false,synonyms
Perusintifa is not a synonym of a rooftwall.,perusintifa,rooftwall,"greging, rooftwall",false,true,false,true,false,synonyms
Edwardion is not a synonym of a paupasman majig.,edwardion,paupasman majig,"cablenooze, souratablence",false,true,false,true,false,synonyms
Camounker is not a synonym of a so-andyman.,camounker,so-andyman,"microweateralis, so-andyman",false,true,false,true,false,synonyms
Flunkers is a synonym of wrenalness.,flunkers,wrenalness,"corun avelandark, candmotor",false,false,false,true,false,synonyms
Kharlowne is not a synonym of pugilmeritis.,kharlowne,pugilmeritis,"pugilmeritis, dise",false,true,false,true,false,synonyms
Conflosis is a synonym of an orgation.,conflosis,orgation,"friving, orgation",false,false,false,true,false,synonyms
Albanse is not a synonym of a cookstace.,albanse,cookstace,"refration, cookstace",false,true,false,true,false,synonyms
Algier is a synonym of bugaboutpouncidiness.,algier,bugaboutpouncidiness,"devisoniness, addafitude",false,false,false,true,false,synonyms
Athway is not a synonym of a simo.,athway,simo,"simo, turboo",false,true,false,true,false,synonyms
Dostab is not a synonym of a choot.,dostab,choot,"monemaine, taching",false,true,false,true,false,synonyms
Havilio is not a synonym of a monaliation.,havilio,monaliation,"dysfundwich, softwareet",false,true,false,true,false,synonyms
Firenosuperd is not a synonym of envirginalis.,firenosuperd,envirginalis,"envirginalis, grammeried",false,true,false,true,false,synonyms
Decoastruce is a synonym of a corprimet.,decoastruce,corprimet,"cipless, corprimet",false,false,false,true,false,synonyms
Shedibitor is not a synonym of a turboo.,shedibitor,turboo,"gelancy, turboo",false,true,false,true,false,synonyms
Disancy is not a synonym of a consuitab.,disancy,consuitab,"consuitab, sta",false,true,false,true,false,synonyms
Furchent is not a synonym of a cavilitre.,furchent,cavilitre,"gyness, cavilitre",false,true,false,true,false,synonyms
Egoer is not a synonym of a cordiote.,egoer,cordiote,"disemen, cordiote",false,true,false,true,false,synonyms
Fatsmanna is not a synonym of a riple.,fatsmanna,riple,"riple, fedon feve",false,true,false,true,false,synonyms
Balus is a synonym of a timbatsy.,balus,timbatsy,"timbatsy, orderlus",false,false,false,true,false,synonyms
Sembletitics is not a synonym of an antion.,sembletitics,antion,"antion, clapes",false,true,false,true,false,synonyms
Locannount is not a synonym of a campatry.,locannount,campatry,"roodless, butc",false,true,false,true,false,synonyms
Mudskirter is a synonym of an ache applief.,mudskirter,ache applief,"cordiote, ache applief",false,false,false,true,false,synonyms
Licecreads is a synonym of an enrolly.,licecreads,enrolly,"perimin, biot barlow",false,false,false,true,false,synonyms
Dolorism is not a synonym of a submarist.,dolorism,submarist,"gemaking, rovocashnaps",false,true,false,true,false,synonyms
Maracao is a synonym of bross.,maracao,bross,"serve ther, gynaestherdun",false,false,false,true,false,synonyms
Cusalist is not a synonym of an adulle.,cusalist,adulle,"loudhoodle, weighboring",false,true,false,true,false,synonyms
Dissing is not a synonym of an erractor.,dissing,erractor,"divilinettonne, televant",false,true,false,true,false,synonyms
Cister is not a synonym of a mish mat.,cister,mish mat,"mish mat, exclumpt",false,true,false,true,false,synonyms
Posity is a synonym of an abella.,posity,abella,"meteorome, abella",false,false,false,true,false,synonyms
Albatson is not a synonym of a goldence.,albatson,goldence,"speep, goldence",false,true,false,true,false,synonyms
Dahlimazel is a synonym of a millment.,dahlimazel,millment,"fluoretic, millment",false,false,false,true,false,synonyms
Viscot is a synonym of a miliar.,viscot,miliar,"libbonery, bodium",false,false,false,true,false,synonyms
Koperier is a synonym of a shivant.,koperier,shivant,"shivant, cumstal",false,false,false,true,false,synonyms
Dizativings is not a synonym of deposis.,dizativings,deposis,"deposis, nicolard",false,true,false,true,false,synonyms
Dise is a synonym of deposis.,dise,deposis,"belevy, deposis",false,false,false,true,false,synonyms
Dizativings is not a synonym of a nicolard.,dizativings,nicolard,"deposis, nicolard",false,true,false,true,false,synonyms
Pathew is a synonym of a monemaine.,pathew,monemaine,"pimpouriosa, monemaine",false,false,false,true,false,synonyms
Palainess is not a synonym of a lumpt.,palainess,lumpt,"twarding, lention",false,true,false,true,false,synonyms
Rosisticle is a synonym of a gresoullebor.,rosisticle,gresoullebor,"comburgee, pathang",false,false,false,true,false,synonyms
Calminet is a synonym of a chimet.,calminet,chimet,"mergy, chimet",false,false,false,true,false,synonyms
Swoodwork is a synonym of a cardion.,swoodwork,cardion,"cardion, impaird of thermat",false,false,false,true,false,synonyms
Mammari is not a synonym of a plainite mattager.,mammari,plainite mattager,"microweateralis, plainite mattager",false,true,false,true,false,synonyms
Pyjamace is a synonym of a papabulation.,pyjamace,papabulation,"edeava, papabulation",false,false,false,true,false,synonyms
Sprina is not a synonym of a wization.,sprina,wization,"idifiela, wization",false,true,false,true,false,synonyms
Tatorce is not a synonym of an edeava.,tatorce,edeava,"edeava, perimin",false,true,false,true,false,synonyms
Pretter is not a synonym of a punifica.,pretter,punifica,"batrics, jakobus",false,true,false,true,false,synonyms
Coastro is a synonym of a serrest.,coastro,serrest,"tack woma, railroom",false,false,false,true,false,synonyms
Whattlet is a synonym of a crity.,whattlet,crity,"crity, jeopaedie",false,false,false,true,false,synonyms
Flage is not a synonym of a mergy.,flage,mergy,"exhumat, orderlus",false,true,false,true,false,synonyms
Fantel is a synonym of a chrishing.,fantel,chrishing,"shreworking, chrishing",false,false,false,true,false,synonyms
Blastenet is not a synonym of an ency.,blastenet,ency,"mooze, johology",false,true,false,true,false,synonyms
Rubidity is not a synonym of a weighboring.,rubidity,weighboring,"weighboring, flation",false,true,false,true,false,synonyms
Wrence is not a synonym of a woosecuting.,wrence,woosecuting,"cablenooze, woosecuting",false,true,false,true,false,synonyms
Daddafi is a synonym of a chiasimontry.,daddafi,chiasimontry,"exclumpt, chiasimontry",false,false,false,true,false,synonyms
Classant is a synonym of a peepermithy.,classant,peepermithy,"crical scot, degravitate",false,false,false,true,false,synonyms
Shiter is a synonym of a friving.,shiter,friving,"friving, schilanter 66",false,false,false,true,false,synonyms
Edwarez is not a synonym of gouroys.,edwarez,gouroys,"movidex, gouroys",false,true,false,true,false,synonyms
Listend is a synonym of a chamment.,listend,chamment,"goldiness, devisoniness",false,false,false,true,false,synonyms
Prollary is a synonym of a goone.,prollary,goone,"aepys, driffontess",false,false,false,true,false,synonyms
Fini is a synonym of a nuater.,fini,nuater,"nuater, jouratta",false,false,false,true,false,synonyms
Slewifell is a synonym of a softwarez.,slewifell,softwarez,"softwarez, fedonness",false,false,false,true,false,synonyms
Cochirrup is a synonym of a mic celevising.,cochirrup,mic celevising,"mic celevising, mic provocann",false,false,false,true,false,synonyms
Irrence is a synonym of an anoeuvrabian.,irrence,anoeuvrabian,"anoeuvrabian, riginard",false,false,false,true,false,synonyms
Recius is a synonym of dilapeness.,recius,dilapeness,"laudiety, cumstal",false,false,false,true,false,synonyms
Housewing is a synonym of a televant.,housewing,televant,"jewelcompuscle, mountion",false,false,false,true,false,synonyms
Rocaniac is not a synonym of a haemor.,rocaniac,haemor,"canence, goldiness",false,true,false,true,false,synonyms
Seachirren is a synonym of gouroys.,seachirren,gouroys,"gouroys, trousness",false,false,false,true,false,synonyms
Refulness is not a synonym of a priseastemp.,refulness,priseastemp,"serrest, kabor",false,true,false,true,false,synonyms
Markovsky is not a synonym of a rasperch.,markovsky,rasperch,"cochitter, goldama",false,true,false,true,false,synonyms
Verder is not a synonym of dilapeness.,verder,dilapeness,"gryption, dilapeness",false,true,false,true,false,synonyms
Blackfruity is not a synonym of a devolativity.,blackfruity,devolativity,"tering, devolativity",false,true,false,true,false,synonyms
Monatio is not a synonym of a depul.,monatio,depul,"cochitter, charth",false,true,false,true,false,synonyms
Syde is a synonym of a daddina.,syde,daddina,"hostumber, fini",false,false,false,true,false,synonyms
Wronterbia is a synonym of a slity.,wronterbia,slity,"slity, bricot",false,false,false,true,false,synonyms
