statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Receptab is a type of an aration-pic.,receptab,aration-pic,"assant, chanker",false,false,false,true,false,types
Defactor is a type of a mythield.,defactor,mythield,"mythield, reportalist",false,false,false,true,false,types
Airlin is not a type of a grouple.,airlin,grouple,"unic drug, grouple",false,true,false,true,false,types
Hemicrobby is a type of a treensist.,hemicrobby,treensist,"healeverer, treensist",false,false,false,true,false,types
Rebrit is a type of a wild app.,rebrit,wild app,"wild app, unfo",false,false,false,true,false,types
Portel is not a type of a belish dump.,portel,belish dump,"asman, debraration",false,true,false,true,false,types
Maeston is a type of a rubing.,maeston,rubing,"persembleness, rubing",false,false,false,true,false,types
Gement is not a type of a bactual.,gement,bactual,"bactual, pon syste",false,true,false,true,false,types
Exhibitics is a type of a graphilosophy.,exhibitics,graphilosophy,"graphilosophy, irrence",false,false,false,true,false,types
Willardiomyosarchass is a type of an irrashifter.,willardiomyosarchass,irrashifter,"vapol, intman",false,false,false,true,false,types
Whattlee is not a type of a cripping drug.,whattlee,cripping drug,"neckon, teace",false,true,false,true,false,types
Clastermer is not a type of an opichilar.,clastermer,opichilar,"madotro, idifictner",false,true,false,true,false,types
Morization is not a type of a scastent.,morization,scastent,"direcoid, dology",false,true,false,true,false,types
Rainslow is not a type of a mimekeep.,rainslow,mimekeep,"voic drume, madotro",false,true,false,true,false,types
Toolshee is not a type of a carence.,toolshee,carence,"phic horisdico, carence",false,true,false,true,false,types
Ancy is a type of a pherect.,ancy,pherect,"pherect, carence",false,false,false,true,false,types
Daddafitting is not a type of browfish.,daddafitting,browfish,"execund, browfish",false,true,false,true,false,types
Shreeson is a type of an opichilar.,shreeson,opichilar,"opichilar, mammattle",false,false,false,true,false,types
Peries is a type of a dispara.,peries,dispara,"albumination, dispara",false,false,false,true,false,types
Whattlet is not a type of an excreaporking.,whattlet,excreaporking,"maries, optili pering",false,true,false,true,false,types
Pathesia is a type of a palapen.,pathesia,palapen,"ciseacow, sava",false,false,false,true,false,types
Solverogen is a type of a creadstor.,solverogen,creadstor,"contryway, creadstor",false,false,false,true,false,types
Arthaystal is not a type of a publing.,arthaystal,publing,"flowne, tabusynding",false,true,false,true,false,types
Abooze is not a type of khards.,abooze,khards,"odontain, femaker",false,true,false,true,false,types
Colleringus is a type of a lawrent.,colleringus,lawrent,"muslimen, restone",false,false,false,true,false,types
Blacera is a type of a communiter.,blacera,communiter,"adointmanea, communiter",false,false,false,true,false,types
Epilininess is a type of a herderopport.,epilininess,herderopport,"summy, herderopport",false,false,false,true,false,types
Parater is not a type of a noral field.,parater,noral field,"noral field, tayloperson",false,true,false,true,false,types
Desia is not a type of a chesia.,desia,chesia,"brain poiserve trea, mechnap-bre",false,true,false,true,false,types
Kleinuance is not a type of a flagrading.,kleinuance,flagrading,"nembrara, flagrading",false,true,false,true,false,types
Seache is not a type of a congful.,seache,congful,"acclina, mustom",false,true,false,true,false,types
Amnioraker is a type of an abnorer.,amnioraker,abnorer,"guilluctation, bodymium",false,false,false,true,false,types
Nuden is a type of a turian.,nuden,turian,"diophyte, voic drume",false,false,false,true,false,types
Proppoinia is not a type of an edwarsalaxon.,proppoinia,edwarsalaxon,"barbiage, speration",false,true,false,true,false,types
Granshiloh is not a type of an exhibiower.,granshiloh,exhibiower,"exhibiower, whithy",false,true,false,true,false,types
Hoagulle is not a type of an archant age.,hoagulle,archant age,"visital thorning, archant age",false,true,false,true,false,types
Graphyte is a type of a whitlook.,graphyte,whitlook,"lunker, whitlook",false,false,false,true,false,types
Optysis is a type of pinness.,optysis,pinness,"malizer, raveness",false,false,false,true,false,types
Gramindlement is a type of a conscondeaven.,gramindlement,conscondeaven,"pherect, ilkwood dician",false,false,false,true,false,types
Deutschtone is a type of an albumination.,deutschtone,albumination,"conflood, albumination",false,false,false,true,false,types
Flation is not a type of an elmination.,flation,elmination,"symption, aestime",false,true,false,true,false,types
Halumblethachinding is a type of a neuransfere.,halumblethachinding,neuransfere,"eartic classementole, neuransfere",false,false,false,true,false,types
Icence is not a type of an intman.,icence,intman,"rigment, intman",false,true,false,true,false,types
Eyeholokai is not a type of an apportime.,eyeholokai,apportime,"dislim, apportime",false,true,false,true,false,types
Defeate is not a type of pilandictness.,defeate,pilandictness,"erustaur, pilandictness",false,true,false,true,false,types
Arthaystal is a type of a rubing.,arthaystal,rubing,"flowne, tabusynding",false,false,false,true,false,types
Madre is not a type of an exployound.,madre,exployound,"shotivent, exployound",false,true,false,true,false,types
Madon is not a type of a hypovicery.,madon,hypovicery,"hypovicery, ants",false,true,false,true,false,types
Sunshiite is not a type of an assant.,sunshiite,assant,"assant, sycholla",false,true,false,true,false,types
Bewing is not a type of supports ston.,bewing,supports ston,"vocal armound, membody",false,true,false,true,false,types
Markovsky is a type of a sestast.,markovsky,sestast,"feisage, mility",false,false,false,true,false,types
Halumblethachinding is a type of a ballia.,halumblethachinding,ballia,"eartic classementole, neuransfere",false,false,false,true,false,types
Railion is a type of a corrhage.,railion,corrhage,"corrhage, horight",false,false,false,true,false,types
Iding is not a type of a sensen.,iding,sensen,"chaemor, slement",false,true,false,true,false,types
Nigery is a type of a fawk.,nigery,fawk,"possion, curder",false,false,false,true,false,types
Gaucheling is a type of a chaif.,gaucheling,chaif,"flor, chaif",false,false,false,true,false,types
Stelapse is a type of a dumpendium.,stelapse,dumpendium,"brain poiserve trea, hockholing",false,false,false,true,false,types
Pugling is a type of a morization.,pugling,morization,"morization, vicementer",false,false,false,true,false,types
Direbuker is a type of a spection.,direbuker,spection,"conver, spection",false,false,false,true,false,types
Wandslip is not a type of a stary lity.,wandslip,stary lity,"waltwater, spectile",false,true,false,true,false,types
Fluiding is not a type of a cablenession.,fluiding,cablenession,"embell, cablenession",false,true,false,true,false,types
Mooche is not a type of a struce.,mooche,struce,"meship, struce",false,true,false,true,false,types
Perfuncium is a type of a chaif.,perfuncium,chaif,"chaif, gavance",false,false,false,true,false,types
Glitrich is not a type of a romeshiloh.,glitrich,romeshiloh,"sirecid, romeshiloh",false,true,false,true,false,types
Djibwa is a type of a dispara.,djibwa,dispara,"malculty, infriety",false,false,false,true,false,types
Prittaine is not a type of a muslic horsack.,prittaine,muslic horsack,"actureak, droptic",false,true,false,true,false,types
Movichet is not a type of a ricking.,movichet,ricking,"faeroovicer, ricking",false,true,false,true,false,types
Houstari is not a type of an elmination.,houstari,elmination,"elmination, crobate",false,true,false,true,false,types
Hemia is a type of a publence.,hemia,publence,"grouple, publence",false,false,false,true,false,types
Prouse is a type of an artemporator.,prouse,artemporator,"teace mate, tensation",false,false,false,true,false,types
Argings is not a type of a sumenomense.,argings,sumenomense,"funce, speration",false,true,false,true,false,types
Incrimber is not a type of a chronment.,incrimber,chronment,"chronment, immunit",false,true,false,true,false,types
Prosepin is not a type of a bodymium.,prosepin,bodymium,"rigment, stary lity",false,true,false,true,false,types
Clastitus is a type of a cology.,clastitus,cology,"testilia, oldfaster",false,false,false,true,false,types
Salia is a type of an emberson.,salia,emberson,"delisburgy, sexual muscud",false,false,false,true,false,types
Vellottle is not a type of a vapol.,vellottle,vapol,"scotter, vapol",false,true,false,true,false,types
Chimeo is not a type of a pyjamanear.,chimeo,pyjamanear,"khards, frieting",false,true,false,true,false,types
Newsbread is a type of refulness.,newsbread,refulness,"toterning, refulness",false,false,false,true,false,types
Aquirter is a type of a syndry.,aquirter,syndry,"reportalist, syndry",false,false,false,true,false,types
Dalepperg is a type of an amblener.,dalepperg,amblener,"greension, sestast",false,false,false,true,false,types
Mozama is not a type of a madotro.,mozama,madotro,"muscennabiline, infriety",false,true,false,true,false,types
Deterium is not a type of a duperilithy.,deterium,duperilithy,"duperilithy, ovement",false,true,false,true,false,types
Prownup is a type of a port gency.,prownup,port gency,"consion, port gency",false,false,false,true,false,types
Quel is a type of a tary fowl.,quel,tary fowl,"tary fowl, feisation",false,false,false,true,false,types
Lewife is a type of a perer.,lewife,perer,"boxicatelopatchemalape, emorn",false,false,false,true,false,types
Pugling is a type of an irrent.,pugling,irrent,"morization, vicementer",false,false,false,true,false,types
Gramiter is a type of a sport geness.,gramiter,sport geness,"geola, flation",false,false,false,true,false,types
Tosa is not a type of a nadotruce.,tosa,nadotruce,"rigment, nadotruce",false,true,false,true,false,types
Aboria is a type of an abnorer.,aboria,abnorer,"immadown, bemuslic agen",false,false,false,true,false,types
Yardiomy is not a type of a movision.,yardiomy,movision,"flowne, movision",false,true,false,true,false,types
Minemati is not a type of a bemuslic agen.,minemati,bemuslic agen,"merian, goldfieldama",false,true,false,true,false,types
Seachirren is not a type of an irrent.,seachirren,irrent,"shiiter, sensen",false,true,false,true,false,types
Refuelie is a type of a dency.,refuelie,dency,"squailway, crimaging",false,false,false,true,false,types
Scaberker is a type of a duperilithy.,scaberker,duperilithy,"metrightness, duperilithy",false,false,false,true,false,types
Tadpollame is not a type of accupass.,tadpollame,accupass,"accupass, clothauma",false,true,false,true,false,types
Trantion is a type of a coccupany.,trantion,coccupany,"coccupany, conolader",false,false,false,true,false,types
Balla is not a type of a lunker.,balla,lunker,"amplourist, monoursuals",false,true,false,true,false,types
Procutor is a type of an imbatsman.,procutor,imbatsman,"rigment, mountruce",false,false,false,true,false,types
Disdainshift is not a type of a cowskippine.,disdainshift,cowskippine,"cowskippine, romotor",false,true,false,true,false,types
Halkie is not a type of a chairy.,halkie,chairy,"spectile, chairy",false,true,false,true,false,types
Fransy is not a type of a pil.,fransy,pil,"motless, paymeteria",false,true,false,true,false,types
Ambleshiva is not a type of a noral field.,ambleshiva,noral field,"fillness, noral field",false,true,false,true,false,types
Arter is a type of vess.,arter,vess,"intman, vess",false,false,false,true,false,types
Tadpollame is not a type of a clothauma.,tadpollame,clothauma,"accupass, clothauma",false,true,false,true,false,types
Chatche is not a type of a chlemibrarynx.,chatche,chlemibrarynx,"conver, definity",false,true,false,true,false,types
Nuden is a type of a voic drume.,nuden,voic drume,"diophyte, voic drume",false,false,false,true,false,types
Myelindslip is a type of a mountruce.,myelindslip,mountruce,"sperfungs, ragling",false,false,false,true,false,types
Ricoid is not a type of a wel.,ricoid,wel,"feisage, strink",false,true,false,true,false,types
Lewife is not a type of ants.,lewife,ants,"boxicatelopatchemalape, emorn",false,true,false,true,false,types
Moundum is not a type of a comiquence.,moundum,comiquence,"nettingua, tredibler",false,true,false,true,false,types
Prunellow is not a type of a clothauma.,prunellow,clothauma,"firmatte, perer",false,true,false,true,false,types
Sychia is a type of a muscennabiline.,sychia,muscennabiline,"sternation, nutrior",false,false,false,true,false,types
Infrighway is not a type of a deparchway.,infrighway,deparchway,"maries, deparchway",false,true,false,true,false,types
Rectan is not a type of a propiner.,rectan,propiner,"matival, labore-and",false,true,false,true,false,types
Crimness is a type of an outlayerbosist.,crimness,outlayerbosist,"foyevsky, outlayerbosist",false,false,false,true,false,types
Ejectance is a type of a nadotruce.,ejectance,nadotruce,"sled perialthin, carence",false,false,false,true,false,types
Kharter is a type of a bergladiome.,kharter,bergladiome,"flagrading, bergladiome",false,false,false,true,false,types
Muggiste is a type of an immadown.,muggiste,immadown,"waymetring, holidin",false,false,false,true,false,types
Aarhusband is a type of a timent.,aarhusband,timent,"coperpeture, turnational clowfulnessing",false,false,false,true,false,types
Seachirren is a type of a sensen.,seachirren,sensen,"shiiter, sensen",false,false,false,true,false,types
Morewdness is not a type of a doctrokening.,morewdness,doctrokening,"doctrokening, wireworser",false,true,false,true,false,types
Encircast is a type of a diserabia.,encircast,diserabia,"accupass, diserabia",false,false,false,true,false,types
Prown is a type of a conflood.,prown,conflood,"posis, conflood",false,false,false,true,false,types
Lawag is not a type of a coperpeture.,lawag,coperpeture,"consion, coperpeture",false,true,false,true,false,types
Druple is not a type of an archant age.,druple,archant age,"guilluctation, contaterim",false,true,false,true,false,types
Candonalist is a type of a chai mony.,candonalist,chai mony,"slobacci, parint",false,false,false,true,false,types
Deutschwe is not a type of drese.,deutschwe,drese,"sailurea, gationing",false,true,false,true,false,types
Connai is a type of an indum.,connai,indum,"indum, elmination",false,false,false,true,false,types
Clastermer is not a type of an idifictner.,clastermer,idifictner,"madotro, idifictner",false,true,false,true,false,types
Moretta is a type of a depair pass.,moretta,depair pass,"depair pass, appellieu",false,false,false,true,false,types
Djibouller is a type of a curder.,djibouller,curder,"whitlook, ence",false,false,false,true,false,types
Disancy is not a type of a comminating.,disancy,comminating,"moverity, execulatitution",false,true,false,true,false,types
Deposy is not a type of a degram.,deposy,degram,"relism, neuransfere",false,true,false,true,false,types
Guzzliness is not a type of a neckon.,guzzliness,neckon,"reposis, sternation",false,true,false,true,false,types
Prograta is a type of a blaciding.,prograta,blaciding,"mentoxin, lawrent",false,false,false,true,false,types
Spendian is a type of a fig trela.,spendian,fig trela,"palapen, fig trela",false,false,false,true,false,types
Kharter is a type of drese.,kharter,drese,"flagrading, bergladiome",false,false,false,true,false,types
Honencement is not a type of a coperpeture.,honencement,coperpeture,"coperpeture, falcultivity",false,true,false,true,false,types
Ejectance is a type of a flagrading.,ejectance,flagrading,"sled perialthin, carence",false,false,false,true,false,types
Paralit is not a type of a rusaliving.,paralit,rusaliving,"rusaliving, fancium",false,true,false,true,false,types
Ragoguessness is a type of a themia.,ragoguessness,themia,"quidium, professic",false,false,false,true,false,types
Dese is not a type of a rescephard.,dese,rescephard,"morization, cowarsian",false,true,false,true,false,types
Gradeross is a type of a gementation.,gradeross,gementation,"multivisite, gementation",false,false,false,true,false,types
Hoopecidium is a type of a chai mony.,hoopecidium,chai mony,"publing, experson",false,false,false,true,false,types
Compling is a type of a goodwork.,compling,goodwork,"good expen, goodwork",false,false,false,true,false,types
Misrael is a type of a whithy.,misrael,whithy,"cowserker, stimager",false,false,false,true,false,types
Jalains is not a type of a rubberency.,jalains,rubberency,"rubberency, irrengtonemal",false,true,false,true,false,types
Tadpol is not a type of a repor.,tadpol,repor,"repor, hard geness",false,true,false,true,false,types
Inck is a type of a belmody.,inck,belmody,"bravelapine, apportime",false,false,false,true,false,types
Metrostan is a type of an expecient.,metrostan,expecient,"adointmanea, majamage",false,false,false,true,false,types
Droca is a type of a chrision.,droca,chrision,"inductus play, publique",false,false,false,true,false,types
Locannount is not a type of a lademicromotional sciental.,locannount,lademicromotional sciental,"lademicromotional sciental, boosh",false,true,false,true,false,types
Infining is a type of a mannilitent.,infining,mannilitent,"celler, govertics",false,false,false,true,false,types
Cousness is a type of a croom.,cousness,croom,"coperpeture, croom",false,false,false,true,false,types
Changle is a type of albuminess.,changle,albuminess,"fancium, goyaltiva",false,false,false,true,false,types
Haviaturbia is not a type of a prin.,haviaturbia,prin,"prin, marment",false,true,false,true,false,types
Tadpol is not a type of a hard geness.,tadpol,hard geness,"repor, hard geness",false,true,false,true,false,types
Foyevsky is a type of a wireworser.,foyevsky,wireworser,"wireworser, windiser",false,false,false,true,false,types
Perusintifa is not a type of a genic biom.,perusintifa,genic biom,"albumination, genic biom",false,true,false,true,false,types
Edwardion is not a type of a miscrustany.,edwardion,miscrustany,"possion, faeroovicer",false,true,false,true,false,types
Camounker is not a type of a barrhythmic.,camounker,barrhythmic,"muscennabiline, barrhythmic",false,true,false,true,false,types
Flunkers is a type of a communiter.,flunkers,communiter,"bilioraturian, sumenomense",false,false,false,true,false,types
Kharlowne is not a type of a reton.,kharlowne,reton,"reton, curress",false,true,false,true,false,types
Conflosis is a type of a windivity.,conflosis,windivity,"cology, windivity",false,false,false,true,false,types
Albanse is not a type of an archant age.,albanse,archant age,"evaponse, archant age",false,true,false,true,false,types
Algier is a type of a drival.,algier,drival,"equez, tensation",false,false,false,true,false,types
Athway is not a type of cutiness.,athway,cutiness,"cutiness, mechnap-bre",false,true,false,true,false,types
Dostab is not a type of fillness.,dostab,fillness,"moverity, bemuslic agen",false,true,false,true,false,types
Havilio is not a type of a faeroovicer.,havilio,faeroovicer,"tredibler, polician",false,true,false,true,false,types
Firenosuperd is not a type of a mager.,firenosuperd,mager,"mager, inator",false,true,false,true,false,types
Decoastruce is a type of a benzymentiar.,decoastruce,benzymentiar,"rainstructure, benzymentiar",false,false,false,true,false,types
Shedibitor is not a type of a succer.,shedibitor,succer,"tency, succer",false,true,false,true,false,types
Disancy is not a type of a moverity.,disancy,moverity,"moverity, execulatitution",false,true,false,true,false,types
Furchent is not a type of a strumend.,furchent,strumend,"cont, strumend",false,true,false,true,false,types
Egoer is not a type of a humory.,egoer,humory,"shability, humory",false,true,false,true,false,types
Fatsmanna is not a type of a teace mate.,fatsmanna,teace mate,"teace mate, rece wing",false,true,false,true,false,types
Balus is a type of a tredibler.,balus,tredibler,"tredibler, psychode",false,false,false,true,false,types
Sembletitics is not a type of a slement.,sembletitics,slement,"slement, elmination",false,true,false,true,false,types
Locannount is not a type of wastetrics.,locannount,wastetrics,"lademicromotional sciental, boosh",false,true,false,true,false,types
Mudskirter is a type of a speration.,mudskirter,speration,"squailway, speration",false,false,false,true,false,types
Licecreads is a type of a tensation.,licecreads,tensation,"chaemor, mammattle",false,false,false,true,false,types
Dolorism is not a type of a tency.,dolorism,tency,"comiquence, clin",false,true,false,true,false,types
Maracao is a type of a barrhythmic.,maracao,barrhythmic,"vicementer, rigment",false,false,false,true,false,types
Cusalist is not a type of a battention.,cusalist,battention,"publence, duperilithy",false,true,false,true,false,types
Dissing is not a type of an agregion.,dissing,agregion,"execund, beguciganicania",false,true,false,true,false,types
Cister is not a type of a fairidol.,cister,fairidol,"fairidol, chlemibrarynx",false,true,false,true,false,types
Posity is a type of reightedness.,posity,reightedness,"cypring, reightedness",false,false,false,true,false,types
Albatson is not a type of an edinger.,albatson,edinger,"policecracea, edinger",false,true,false,true,false,types
Dahlimazel is a type of a mountruce.,dahlimazel,mountruce,"kharm, mountruce",false,false,false,true,false,types
Viscot is a type of a publing.,viscot,publing,"cro-orger, corrhage",false,false,false,true,false,types
Koperier is a type of an excreaporking.,koperier,excreaporking,"excreaporking, whithy",false,false,false,true,false,types
Dizativings is not a type of an ointer.,dizativings,ointer,"ointer, garballion",false,true,false,true,false,types
Dise is a type of an impretench.,dise,impretench,"amblener, impretench",false,false,false,true,false,types
Dizativings is not a type of a garballion.,dizativings,garballion,"ointer, garballion",false,true,false,true,false,types
Pathew is a type of a railroon.,pathew,railroon,"kness, railroon",false,false,false,true,false,types
Palainess is not a type of an excreaker.,palainess,excreaker,"salaist, tunnium",false,true,false,true,false,types
Rosisticle is a type of an urgy.,rosisticle,urgy,"diety drug, cro-orger",false,false,false,true,false,types
Calminet is a type of an instraction.,calminet,instraction,"willabour, instraction",false,false,false,true,false,types
Swoodwork is a type of a foyevsky.,swoodwork,foyevsky,"foyevsky, eraphysic",false,false,false,true,false,types
Mammari is not a type of a polician.,mammari,polician,"evelle, polician",false,true,false,true,false,types
Pyjamace is a type of a celler.,pyjamace,celler,"utcoagulant, celler",false,false,false,true,false,types
Sprina is not a type of a sustation.,sprina,sustation,"ovement, sustation",false,true,false,true,false,types
Tatorce is not a type of an eature.,tatorce,eature,"eature, bookenhage",false,true,false,true,false,types
Pretter is not a type of an emerri.,pretter,emerri,"brailway, buckrail",false,true,false,true,false,types
Coastro is a type of a hard geness.,coastro,hard geness,"fig trela, posis",false,false,false,true,false,types
Whattlet is a type of maries.,whattlet,maries,"maries, optili pering",false,false,false,true,false,types
Flage is not a type of posis.,flage,posis,"morization, prepod",false,true,false,true,false,types
Fantel is a type of an aste gency.,fantel,aste gency,"ragling, aste gency",false,false,false,true,false,types
Blastenet is not a type of a diserabia.,blastenet,diserabia,"matival, masterose",false,true,false,true,false,types
Rubidity is not a type of caboodles.,rubidity,caboodles,"caboodles, ambiquez",false,true,false,true,false,types
Wrence is not a type of maries.,wrence,maries,"ricyclice, maries",false,true,false,true,false,types
Daddafi is a type of a larvon.,daddafi,larvon,"implic horoiding, larvon",false,false,false,true,false,types
Classant is a type of an emic holy body.,classant,emic holy body,"kness, mediology",false,false,false,true,false,types
Shiter is a type of a shability.,shiter,shability,"shability, hockholing",false,false,false,true,false,types
Edwarez is not a type of a relism.,edwarez,relism,"falcultivity, relism",false,true,false,true,false,types
Listend is a type of knese.,listend,knese,"mility, fedesiddine",false,false,false,true,false,types
Prollary is a type of a flowne.,prollary,flowne,"moverity, allier",false,false,false,true,false,types
Fini is a type of swoods.,fini,swoods,"swoods, pyjamanear",false,false,false,true,false,types
Slewifell is a type of a tratence.,slewifell,tratence,"tratence, klinera",false,false,false,true,false,types
Cochirrup is a type of a nuring.,cochirrup,nuring,"nuring, emic holy body",false,false,false,true,false,types
Irrence is a type of a banicord.,irrence,banicord,"banicord, masterose",false,false,false,true,false,types
Recius is a type of a visital thorning.,recius,visital thorning,"bactual, marment",false,false,false,true,false,types
Housewing is a type of a santitude.,housewing,santitude,"solition, bactual",false,false,false,true,false,types
Rocaniac is not a type of a consion.,rocaniac,consion,"placking, aste gency",false,true,false,true,false,types
Seachirren is a type of a shiiter.,seachirren,shiiter,"shiiter, sensen",false,false,false,true,false,types
Refulness is not a type of maries.,refulness,maries,"johorshing, reightedness",false,true,false,true,false,types
Markovsky is not a type of a strink.,markovsky,strink,"feisage, mility",false,true,false,true,false,types
Verder is not a type of a wel.,verder,wel,"mendard, wel",false,true,false,true,false,types
Blackfruity is not a type of wastetrics.,blackfruity,wastetrics,"dispara, wastetrics",false,true,false,true,false,types
Monatio is not a type of a geline.,monatio,geline,"furrieties, prophon",false,true,false,true,false,types
Syde is a type of a sexual muscud.,syde,sexual muscud,"weighway, timbing",false,false,false,true,false,types
Wronterbia is a type of a schnah.,wronterbia,schnah,"schnah, cutiness",false,false,false,true,false,types
Plouvre is a type of motless.,plouvre,motless,"domot, rece of cow",false,false,false,true,false,types
Bookshot is a type of mousness.,bookshot,mousness,"majamage, holokai",false,false,false,true,false,types
Hass is not a type of motless.,hass,motless,"musingion, ararial",false,true,false,true,false,types
Enuncomaid is a type of a womazine.,enuncomaid,womazine,"ilkwood dician, womazine",false,false,false,true,false,types
Decoastruce is a type of a malculty.,decoastruce,malculty,"rainstructure, benzymentiar",false,false,false,true,false,types
Swoodwork is a type of refulness.,swoodwork,refulness,"foyevsky, eraphysic",false,false,false,true,false,types
Visorist is a type of a clin.,visorist,clin,"clin, gavance",false,false,false,true,false,types
Suspecs is not a type of reightedness.,suspecs,reightedness,"neuransfere, malculty",false,true,false,true,false,types
Randity is a type of a dromo.,randity,dromo,"imation, irandbag",false,false,false,true,false,types
Shrework is not a type of a goldfieldama.,shrework,goldfieldama,"diologist, sirecid",false,true,false,true,false,types
Nurisation is a type of a gementation.,nurisation,gementation,"visobe, gementation",false,false,false,true,false,types
Calophonency is a type of an ovement.,calophonency,ovement,"time prettleep, nadotruce",false,false,false,true,false,types
Anch is not a type of an epipetreland.,anch,epipetreland,"antiver, epipetreland",false,true,false,true,false,types
Brucell is not a type of a conflood.,brucell,conflood,"optyliness, conflood",false,true,false,true,false,types
Rottlesh is not a type of a sequian.,rottlesh,sequian,"sequian, rical card",false,true,false,true,false,types
Deposy is a type of a neuransfere.,deposy,neuransfere,"relism, neuransfere",false,false,false,true,false,types
Albanintment is a type of a greension.,albanintment,greension,"plument, swimwealterid",false,false,false,true,false,types
Rott is a type of seveness.,rott,seveness,"angement, pon syste",false,false,false,true,false,types
Summercheanolames is not a type of a scabilit.,summercheanolames,scabilit,"lunker, scabilit",false,true,false,true,false,types
Icence is a type of an assant.,icence,assant,"rigment, intman",false,false,false,true,false,types
Icence is not a type of a matival.,icence,matival,"rigment, intman",false,true,false,true,false,types
Naireworm is a type of a maneurophin.,naireworm,maneurophin,"expecient, wormnestic",false,false,false,true,false,types
Bogence is not a type of a flor.,bogence,flor,"stribulant, flor",false,true,false,true,false,types
Vellameer is a type of a conflood.,vellameer,conflood,"propiner, conflood",false,false,false,true,false,types
Coastro is not a type of a clothauma.,coastro,clothauma,"fig trela, posis",false,true,false,true,false,types
Abooze is not a type of a femaker.,abooze,femaker,"odontain, femaker",false,true,false,true,false,types
Immung is a type of a scabilit.,immung,scabilit,"stribulant, scabilit",false,false,false,true,false,types
Cology is not a type of an intman.,cology,intman,"facter arm, celler",false,true,false,true,false,types
Brocese is a type of a sexual muscud.,brocese,sexual muscud,"sexual muscud, apportime",false,false,false,true,false,types
Direbuker is not a type of a conver.,direbuker,conver,"conver, spection",false,true,false,true,false,types
Goalia is a type of a disteyard.,goalia,disteyard,"rectivert, santitude",false,false,false,true,false,types
Arterney is a type of a paviolame.,arterney,paviolame,"shorizer, madotro",false,false,false,true,false,types
Pelligula is not a type of furrieties.,pelligula,furrieties,"chanker, furrieties",false,true,false,true,false,types
Misrael is not a type of a cowserker.,misrael,cowserker,"cowserker, stimager",false,true,false,true,false,types
Handansivet is a type of a clic trance.,handansivet,clic trance,"stribulant, clic trance",false,false,false,true,false,types
Sponder is not a type of a hesication.,sponder,hesication,"ozambargenus, sternation",false,true,false,true,false,types
Spriness is not a type of a commungalpa.,spriness,commungalpa,"pittley, commungalpa",false,true,false,true,false,types
Ampbelmono is not a type of a weighway.,ampbelmono,weighway,"weighway, mastent",false,true,false,true,false,types
Showcasewife is a type of an epipe.,showcasewife,epipe,"epipe, crafterint",false,false,false,true,false,types
Rubbings is not a type of a willabour.,rubbings,willabour,"opichilar, willabour",false,true,false,true,false,types
Zambole is not a type of cablens.,zambole,cablens,"optic frer, cablens",false,true,false,true,false,types
Amorrier is a type of a romeshiloh.,amorrier,romeshiloh,"romeshiloh, tubino",false,false,false,true,false,types
Arban is a type of a conscondeaven.,arban,conscondeaven,"chrision, conscondeaven",false,false,false,true,false,types
Ortour is a type of a merian.,ortour,merian,"merian, wifess",false,false,false,true,false,types
Clastermer is not a type of a madotro.,clastermer,madotro,"madotro, idifictner",false,true,false,true,false,types
Girarian is not a type of a whithy.,girarian,whithy,"whithy, timusion",false,true,false,true,false,types
Croops is a type of a rubberency.,croops,rubberency,"rubberency, steyancy womacer",false,false,false,true,false,types
Wrence is not a type of a ricyclice.,wrence,ricyclice,"ricyclice, maries",false,true,false,true,false,types
Chatche is a type of an anic bird linal timepain.,chatche,anic bird linal timepain,"conver, definity",false,false,false,true,false,types
Kleinuance is a type of a flagrading.,kleinuance,flagrading,"nembrara, flagrading",false,false,false,true,false,types
Wyverwork is a type of a movision.,wyverwork,movision,"movision, codelient",false,false,false,true,false,types
Illarie is not a type of a haker.,illarie,haker,"constry, maesting",false,true,false,true,false,types
Infrigery is a type of a sweetop.,infrigery,sweetop,"muscennabiline, ballia",false,false,false,true,false,types
Salminia is not a type of a pland.,salminia,pland,"mythiness, nettingua",false,true,false,true,false,types
Kaza is a type of an absorder.,kaza,absorder,"absorder, writy",false,false,false,true,false,types
Limperio is a type of a rusaliving.,limperio,rusaliving,"piquelator, rusaliving",false,false,false,true,false,types
Spher is a type of a teace mate.,spher,teace mate,"tensation, trostine",false,false,false,true,false,types
Tarsion is not a type of a guilluctation.,tarsion,guilluctation,"mammattle, kharm",false,true,false,true,false,types
Crastola is a type of a hockholing.,crastola,hockholing,"facter arm, motless",false,false,false,true,false,types
Waiserra is not a type of an antiver.,waiserra,antiver,"prespack, housnession",false,true,false,true,false,types
Perusintifa is a type of a geogram.,perusintifa,geogram,"albumination, genic biom",false,false,false,true,false,types
Emility is a type of a limility.,emility,limility,"graphilosophy, debraration",false,false,false,true,false,types
Myelindslip is a type of a bilioraturian.,myelindslip,bilioraturian,"sperfungs, ragling",false,false,false,true,false,types
Maracao is not a type of an antiver.,maracao,antiver,"vicementer, rigment",false,true,false,true,false,types
Fring is a type of an apportime.,fring,apportime,"supporism, brichiode",false,false,false,true,false,types
Lazing is not a type of a wild app.,lazing,wild app,"pilader, teness",false,true,false,true,false,types
Buckrainia is not a type of a metronment.,buckrainia,metronment,"hall prosis, irrashifter",false,true,false,true,false,types
