statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Sorasentol is indicated for the treatment of fibronary hyperal infection.,Sorasentol,fibronary hyperal infection,"thromegalar distruction, fibronary hyperal infection",false,false,false,true,false,indications
INO-166 is indicated for the treatment of reticers.,INO-166,reticers,"memolycemia, reticers",false,false,false,true,false,indications
Flurbide is not indicated for the treatment of carcolitis.,Flurbide,carcolitis,"leprematus angiopathy, live sleedity",false,true,false,true,false,indications
Temocrivir is indicated for the treatment of throparasis.,Temocrivir,throparasis,"throparasis, acteridematoid leukemias",false,false,false,true,false,indications
Azelanzamide is not indicated for the treatment of acular acidosis.,Azelanzamide,acular acidosis,"hepathe overampsis, acular acidosis",false,true,false,true,false,indications
Oxymetazotan is indicated for the treatment of ventions.,Oxymetazotan,ventions,"molynes, postolorhythemia",false,false,false,true,false,indications
Ineconatoride is not indicated for the treatment of fibronary hyperal infection.,Ineconatoride,fibronary hyperal infection,"aneous carcinoma, endocrinessiver",false,true,false,true,false,indications
Grisoxacid is not indicated for the treatment of sinusion.,Grisoxacid,sinusion,"nonal disease, hematocellitus",false,true,false,true,false,indications
Resoxadion is indicated for the treatment of deliriurinency.,Resoxadion,deliriurinency,"teethronchiectiver cancer, Chageal infections",false,false,false,true,false,indications
Talinoglitat is indicated for the treatment of acular acidosis.,Talinoglitat,acular acidosis,"panmyelock, left ventions",false,false,false,true,false,indications
Paclose is not indicated for the treatment of perebrilepsies.,Paclose,perebrilepsies,"perebrilepsies, obstrophy",false,true,false,true,false,indications
Icosartisodenib is indicated for the treatment of acteridematoid leukemias.,Icosartisodenib,acteridematoid leukemias,"hematocellitus, Faminal disorders",false,false,false,true,false,indications
Plicatide is not indicated for the treatment of leprematus angiopathy.,Plicatide,leprematus angiopathy,"leprematus angiopathy, acteridematoid leukemias",false,true,false,true,false,indications
Exemetate is not indicated for the treatment of endocrinessiver.,Exemetate,endocrinessiver,"CMV reathyosis, rhearian cancer",false,true,false,true,false,indications
Talafamelate is not indicated for the treatment of bactive tumors.,Talafamelate,bactive tumors,"breation, hematocellitus",false,true,false,true,false,indications
Nicarpindoleate is not indicated for the treatment of dyslipolyneury.,Nicarpindoleate,dyslipolyneury,"tobact infection, ceral infarcinoma",false,true,false,true,false,indications
Thioprofugin is not indicated for the treatment of astroid cancer.,Thioprofugin,astroid cancer,"prema migrain, coppendomycosis",false,true,false,true,false,indications
Tetroate is indicated for the treatment of aneous carcinoma.,Tetroate,aneous carcinoma,"endocrinessiver, aneous carcinoma",false,false,false,true,false,indications
Fosampane is indicated for the treatment of hyperacterythmia.,Fosampane,hyperacterythmia,"breatory disorders, hyperacterythmia",false,false,false,true,false,indications
Dipyrazone is indicated for the treatment of Onychoticus.,Dipyrazone,Onychoticus,"hematocellitus, Onychoticus",false,false,false,true,false,indications
Talinoglitat is not indicated for the treatment of left ventions.,Talinoglitat,left ventions,"panmyelock, left ventions",false,true,false,true,false,indications
Umecyclizumanib is not indicated for the treatment of opic gangioedema.,Umecyclizumanib,opic gangioedema,"hypoteineal disorder, astronchoplasm",false,true,false,true,false,indications
Zonium arcinoxacin is not indicated for the treatment of acute lymphobladders.,Zonium arcinoxacin,acute lymphobladders,"acute lymphobladders, Shore disorders",false,true,false,true,false,indications
Thioprofugin is indicated for the treatment of nonal disease.,Thioprofugin,nonal disease,"prema migrain, coppendomycosis",false,false,false,true,false,indications
Alumil is not indicated for the treatment of reticers.,Alumil,reticers,"candigemia, reticers",false,true,false,true,false,indications
Cimer succid is not indicated for the treatment of astronchoplasm.,Cimer succid,astronchoplasm,"throparasis, myotroid andrombosis bulitis",false,true,false,true,false,indications
Chlorotermin is indicated for the treatment of hyperacterythmia.,Chlorotermin,hyperacterythmia,"hyperacterythmia, astronchoplasm",false,false,false,true,false,indications
Azelanzamide is not indicated for the treatment of hepathe overampsis.,Azelanzamide,hepathe overampsis,"hepathe overampsis, acular acidosis",false,true,false,true,false,indications
Nalmitrigitol is indicated for the treatment of coroparalgia.,Nalmitrigitol,coroparalgia,"coroparalgia, Vasophyria",false,false,false,true,false,indications
Aldehydrocin is not indicated for the treatment of acid cancer disorders.,Aldehydrocin,acid cancer disorders,"abnorrhosis, CMV reathyosis",false,true,false,true,false,indications
Vilonate is not indicated for the treatment of uronchospastoma.,Vilonate,uronchospastoma,"ovasospasmosis, cer pyloid cancer",false,true,false,true,false,indications
Ursodenesanib is not indicated for the treatment of left ventions.,Ursodenesanib,left ventions,"extracterium, Shore disorders",false,true,false,true,false,indications
Serden is not indicated for the treatment of Shore disorders.,Serden,Shore disorders,"Shore disorders, senic reptic sexual ostableeding",false,true,false,true,false,indications
Lefradine is indicated for the treatment of lupus cell lunguium.,Lefradine,lupus cell lunguium,"lupus cell lunguium, allergic anding",false,false,false,true,false,indications
Cole is not indicated for the treatment of abnorrhosis.,Cole,abnorrhosis,"abnorrhosis, ery tumor",false,true,false,true,false,indications
Edotinamine is not indicated for the treatment of live sleedity.,Edotinamine,live sleedity,"bactive tumors, live sleedity",false,true,false,true,false,indications
Tezafil is not indicated for the treatment of back parkine bral verniasis.,Tezafil,back parkine bral verniasis,"hyperampsies, tumocytic disorder",false,true,false,true,false,indications
Tibofloxazide is not indicated for the treatment of ventions.,Tibofloxazide,ventions,"memolycemia, ventions",false,true,false,true,false,indications
Artemciclon is indicated for the treatment of asperpetiformis.,Artemciclon,asperpetiformis,"adrenitic carcinomas, asperpetiformis",false,false,false,true,false,indications
Fenflumab is not indicated for the treatment of hypotenoma.,Fenflumab,hypotenoma,"hypotenoma, coppendomycosis",false,true,false,true,false,indications
Tasquemipropion is indicated for the treatment of hypotenoma.,Tasquemipropion,hypotenoma,"opic gangioedema, prolone",false,false,false,true,false,indications
Bivampridinib is not indicated for the treatment of postolorhythemia.,Bivampridinib,postolorhythemia,"rheumors, hyperampsies",false,true,false,true,false,indications
Nalmisapenib is indicated for the treatment of hyperampsies.,Nalmisapenib,hyperampsies,"astroid cancer, Zellitis",false,false,false,true,false,indications
Galide is not indicated for the treatment of cer pyloid cancer.,Galide,cer pyloid cancer,"candigemia, sinusion",false,true,false,true,false,indications
SR 1207 is not indicated for the treatment of kidnessive disorders.,SR 1207,kidnessive disorders,"scortis, hypoesotroendomycosis",false,true,false,true,false,indications
Zipramide is not indicated for the treatment of aneous carcinoma.,Zipramide,aneous carcinoma,"live sleedity, aneous carcinoma",false,true,false,true,false,indications
Ciminumab is not indicated for the treatment of malact infarcinoma.,Ciminumab,malact infarcinoma,"malact infarcinoma, arrhythmianic",false,true,false,true,false,indications
Naftadibutylin is indicated for the treatment of megallergic colic.,Naftadibutylin,megallergic colic,"megallergic colic, amous labyrias",false,false,false,true,false,indications
Aldehydrocin is not indicated for the treatment of abnorrhosis.,Aldehydrocin,abnorrhosis,"abnorrhosis, CMV reathyosis",false,true,false,true,false,indications
Ciminumab is not indicated for the treatment of allular diseases.,Ciminumab,allular diseases,"malact infarcinoma, arrhythmianic",false,true,false,true,false,indications
Alumil is indicated for the treatment of hypoesotroendomycosis.,Alumil,hypoesotroendomycosis,"candigemia, reticers",false,false,false,true,false,indications
Annam is not indicated for the treatment of prolone.,Annam,prolone,"akine disorders, prolone",false,true,false,true,false,indications
Tamosamide is not indicated for the treatment of deliriurinency.,Tamosamide,deliriurinency,"diac depremension, obstatitic colism",false,true,false,true,false,indications
Salide is indicated for the treatment of arrhythmianic.,Salide,arrhythmianic,"arrhythmianic, Vasophyria",false,false,false,true,false,indications
Calcitin is indicated for the treatment of GI abusease.,Calcitin,GI abusease,"GI abusease, herammation",false,false,false,true,false,indications
Pargylinoin is not indicated for the treatment of senic reptic sexual ostableeding.,Pargylinoin,senic reptic sexual ostableeding,"kidnessive disorders, senic reptic sexual ostableeding",false,true,false,true,false,indications
Rilurbide is indicated for the treatment of throparasis.,Rilurbide,throparasis,"left ventions, live sleedity",false,false,false,true,false,indications
Tamosamide is indicated for the treatment of carction.,Tamosamide,carction,"diac depremension, obstatitic colism",false,false,false,true,false,indications
Tiane C-131 is not indicated for the treatment of chronchol dism.,Tiane C-131,chronchol dism,"sinusion, chronchol dism",false,true,false,true,false,indications
Grisoxacid is indicated for the treatment of panmyelock.,Grisoxacid,panmyelock,"nonal disease, hematocellitus",false,false,false,true,false,indications
Tesorbilinib is indicated for the treatment of dyslipolyneury.,Tesorbilinib,dyslipolyneury,"nonal disease, poisorders",false,false,false,true,false,indications
Zibosenacost is indicated for the treatment of GI abusease.,Zibosenacost,GI abusease,"GI abusease, senic reptic sexual ostableeding",false,false,false,true,false,indications
Tran is indicated for the treatment of breation.,Tran,breation,"breation, vasophage",false,false,false,true,false,indications
Terbutamide is not indicated for the treatment of extracterium.,Terbutamide,extracterium,"teethronchiectiver cancer, hypoteineal disorder",false,true,false,true,false,indications
Aleglitrate is not indicated for the treatment of acteridematoid leukemias.,Aleglitrate,acteridematoid leukemias,"acteridematoid leukemias, coroparalgia",false,true,false,true,false,indications
Ambrostin is indicated for the treatment of perlipidematory loss.,Ambrostin,perlipidematory loss,"prema migrain, perlipidematory loss",false,false,false,true,false,indications
Bemidectacin is not indicated for the treatment of nonvalvulgaris.,Bemidectacin,nonvalvulgaris,"deliriurinency, sleediciencer",false,true,false,true,false,indications
Methadiol is indicated for the treatment of chronchol dism.,Methadiol,chronchol dism,"chronchol dism, acquired diabetiformiasis",false,false,false,true,false,indications
Dietharin B is not indicated for the treatment of perlipidematory loss.,Dietharin B,perlipidematory loss,"chrombolism, perlipidematory loss",false,true,false,true,false,indications
Temazide is not indicated for the treatment of chromboembolism.,Temazide,chromboembolism,"chromboembolism, fract disease",false,true,false,true,false,indications
Nemoxetan is not indicated for the treatment of akine disorders.,Nemoxetan,akine disorders,"muscular agina, allergic anding",false,true,false,true,false,indications
Bedotoxib is not indicated for the treatment of opic gangioedema.,Bedotoxib,opic gangioedema,"opic gangioedema, acteridematoid leukemias",false,true,false,true,false,indications
Cole is not indicated for the treatment of muscular agina.,Cole,muscular agina,"abnorrhosis, ery tumor",false,true,false,true,false,indications
Dinoetiapride is not indicated for the treatment of memogloblasms.,Dinoetiapride,memogloblasms,"cologic diseases, throparasis",false,true,false,true,false,indications
Tenoxazole is indicated for the treatment of obstrophy.,Tenoxazole,obstrophy,"infectal hea, molynes",false,false,false,true,false,indications
Oxymetazotan is indicated for the treatment of candigemia.,Oxymetazotan,candigemia,"molynes, postolorhythemia",false,false,false,true,false,indications
Tolpenem is indicated for the treatment of megallergic colic.,Tolpenem,megallergic colic,"herammation, premollusive",false,false,false,true,false,indications
Galide is not indicated for the treatment of premollusive.,Galide,premollusive,"candigemia, sinusion",false,true,false,true,false,indications
Trimibenimide is indicated for the treatment of neumatotory ostomia.,Trimibenimide,neumatotory ostomia,"rhearian cancer, gastropatopioid hearthosis",false,false,false,true,false,indications
Deutenone is indicated for the treatment of acquired diabetiformiasis.,Deutenone,acquired diabetiformiasis,"Zellitis, acquired diabetiformiasis",false,false,false,true,false,indications
Cimer succid is indicated for the treatment of muscular agina.,Cimer succid,muscular agina,"throparasis, myotroid andrombosis bulitis",false,false,false,true,false,indications
Sorasentol is indicated for the treatment of teethronchiectiver cancer.,Sorasentol,teethronchiectiver cancer,"thromegalar distruction, fibronary hyperal infection",false,false,false,true,false,indications
Propa is not indicated for the treatment of astroid cancer.,Propa,astroid cancer,"ovasospasmosis, astroid cancer",false,true,false,true,false,indications
Vorepvec is not indicated for the treatment of panmyelock.,Vorepvec,panmyelock,"panmyelock, allergic anding",false,true,false,true,false,indications
Icosartisodenib is indicated for the treatment of teethronchiectiver cancer.,Icosartisodenib,teethronchiectiver cancer,"hematocellitus, Faminal disorders",false,false,false,true,false,indications
Nicarpindoleate is indicated for the treatment of myotroid andrombosis bulitis.,Nicarpindoleate,myotroid andrombosis bulitis,"tobact infection, ceral infarcinoma",false,false,false,true,false,indications
Clofugin is not indicated for the treatment of scortis.,Clofugin,scortis,"meiboflammatitis, breation",false,true,false,true,false,indications
Dersat is not indicated for the treatment of GI abusease.,Dersat,GI abusease,"neumatotory ostomia, prema migrain",false,true,false,true,false,indications
Oxazinezocain is not indicated for the treatment of hepathe overampsis.,Oxazinezocain,hepathe overampsis,"migranitabias, hepathe overampsis",false,true,false,true,false,indications
Pramphenytoin is indicated for the treatment of tumocytic disorder.,Pramphenytoin,tumocytic disorder,"tumocytic disorder, cologic diseases",false,false,false,true,false,indications
Umecyclizumanib is not indicated for the treatment of CMV reathyosis.,Umecyclizumanib,CMV reathyosis,"hypoteineal disorder, astronchoplasm",false,true,false,true,false,indications
Talafamelate is indicated for the treatment of CMV reathyosis.,Talafamelate,CMV reathyosis,"breation, hematocellitus",false,false,false,true,false,indications
Clofugin is indicated for the treatment of meiboflammatitis.,Clofugin,meiboflammatitis,"meiboflammatitis, breation",false,false,false,true,false,indications
Roban is indicated for the treatment of nonal disease.,Roban,nonal disease,"senic reptic sexual ostableeding, red mout",false,false,false,true,false,indications
Rilurbide is indicated for the treatment of live sleedity.,Rilurbide,live sleedity,"left ventions, live sleedity",false,false,false,true,false,indications
Fluprol is not indicated for the treatment of acteridematoid leukemias.,Fluprol,acteridematoid leukemias,"tube cardioblastoma, intriculatus",false,true,false,true,false,indications
Nabinterolam is indicated for the treatment of arrhythmianic.,Nabinterolam,arrhythmianic,"Zellitis, chromboembolism",false,false,false,true,false,indications
Tegase is indicated for the treatment of acular acidosis.,Tegase,acular acidosis,"panmyelock, nonal disease",false,false,false,true,false,indications
Amifanidazole is not indicated for the treatment of infectrum disease.,Amifanidazole,infectrum disease,"infectrum disease, coppendomycosis",false,true,false,true,false,indications
Aspatroglifluoxetigmin is indicated for the treatment of Shore disorders.,Aspatroglifluoxetigmin,Shore disorders,"ventitivitive disorder, hepathe overampsis",false,false,false,true,false,indications
Ethiomazine is not indicated for the treatment of opic gangioedema.,Ethiomazine,opic gangioedema,"Vasophyria, opic gangioedema",false,true,false,true,false,indications
Talafamelate is not indicated for the treatment of breation.,Talafamelate,breation,"breation, hematocellitus",false,true,false,true,false,indications
Bedotoxib is not indicated for the treatment of Onychoticus.,Bedotoxib,Onychoticus,"opic gangioedema, acteridematoid leukemias",false,true,false,true,false,indications
Procortuzumab is indicated for the treatment of GI abusease.,Procortuzumab,GI abusease,"brometric, GI abusease",false,false,false,true,false,indications
Sevelanol is not indicated for the treatment of acteridematoid leukemias.,Sevelanol,acteridematoid leukemias,"acteridematoid leukemias, obstrophy",false,true,false,true,false,indications
Potason is not indicated for the treatment of bipolysis infections.,Potason,bipolysis infections,"bipolysis infections, extracterium",false,true,false,true,false,indications
Loterolidone is not indicated for the treatment of perlipidematory loss.,Loterolidone,perlipidematory loss,"adrenitic carcinomas, septocorphylaxis",false,true,false,true,false,indications
Nylindenol is not indicated for the treatment of Onychoticus.,Nylindenol,Onychoticus,"keraticancrease, Onychoticus",false,true,false,true,false,indications
Tesorbilinib is indicated for the treatment of poisorders.,Tesorbilinib,poisorders,"nonal disease, poisorders",false,false,false,true,false,indications
Flavanciclene is indicated for the treatment of sorder cand vomiasis.,Flavanciclene,sorder cand vomiasis,"carcolitis, ovagillar disease",false,false,false,true,false,indications
Ethamide is not indicated for the treatment of hematocellitus.,Ethamide,hematocellitus,"acute mucoronia, atori infective Disease",false,true,false,true,false,indications
Guanadione is not indicated for the treatment of erythe blockage.,Guanadione,erythe blockage,"panmyelock, megallergic colic",false,true,false,true,false,indications
Zonium arcinoxacin is indicated for the treatment of Shore disorders.,Zonium arcinoxacin,Shore disorders,"acute lymphobladders, Shore disorders",false,false,false,true,false,indications
Fluoridilast is not indicated for the treatment of nonvalvulgaris.,Fluoridilast,nonvalvulgaris,"live sleedity, nonvalvulgaris",false,true,false,true,false,indications
Artemciclon is not indicated for the treatment of asperpetiformis.,Artemciclon,asperpetiformis,"adrenitic carcinomas, asperpetiformis",false,true,false,true,false,indications
Argase ant is indicated for the treatment of red mout.,Argase ant,red mout,"fibronary hyperal infection, hypoteineal disorder",false,false,false,true,false,indications
Nalmisapenib is not indicated for the treatment of neumatotory ostomia.,Nalmisapenib,neumatotory ostomia,"astroid cancer, Zellitis",false,true,false,true,false,indications
Sofan is indicated for the treatment of acteridematoid leukemias.,Sofan,acteridematoid leukemias,"migranitabias, bact barbancercolis",false,false,false,true,false,indications
Zibosenacost is indicated for the treatment of tumocytic disorder.,Zibosenacost,tumocytic disorder,"GI abusease, senic reptic sexual ostableeding",false,false,false,true,false,indications
Sevelanol is indicated for the treatment of chrombolism.,Sevelanol,chrombolism,"acteridematoid leukemias, obstrophy",false,false,false,true,false,indications
Argase ant is indicated for the treatment of hypoteineal disorder.,Argase ant,hypoteineal disorder,"fibronary hyperal infection, hypoteineal disorder",false,false,false,true,false,indications
Nicalcohept is not indicated for the treatment of allular diseases.,Nicalcohept,allular diseases,"hematocellitus, allular diseases",false,true,false,true,false,indications
Mibefradionate is indicated for the treatment of chronchol dism.,Mibefradionate,chronchol dism,"breation, chronchol dism",false,false,false,true,false,indications
Rofenavin is not indicated for the treatment of memogloblasms.,Rofenavin,memogloblasms,"memogloblasms, trapyramin tumonic",false,true,false,true,false,indications
Enzapridepate is not indicated for the treatment of anal bleepischema.,Enzapridepate,anal bleepischema,"Faminal disorders, anal bleepischema",false,true,false,true,false,indications
Toramine is not indicated for the treatment of lupus cell lunguium.,Toramine,lupus cell lunguium,"lupus cell lunguium, akine disorders",false,true,false,true,false,indications
Tocaprolol is not indicated for the treatment of prolone.,Tocaprolol,prolone,"prolone, carction",false,true,false,true,false,indications
PX-1024 is indicated for the treatment of reticers.,PX-1024,reticers,"atori infective Disease, migranitabias",false,false,false,true,false,indications
Phentantannic acid is indicated for the treatment of lupus cell lunguium.,Phentantannic acid,lupus cell lunguium,"lupus cell lunguium, prema migrain",false,false,false,true,false,indications
Cilastine is not indicated for the treatment of kidnessive disorders.,Cilastine,kidnessive disorders,"panmyelock, Zellitis",false,true,false,true,false,indications
Bipene oil is not indicated for the treatment of perlipidematory loss.,Bipene oil,perlipidematory loss,"Zellitis, hyperampsies",false,true,false,true,false,indications
Bemidectacin is not indicated for the treatment of sleediciencer.,Bemidectacin,sleediciencer,"deliriurinency, sleediciencer",false,true,false,true,false,indications
Lotene is indicated for the treatment of aneous carcinoma.,Lotene,aneous carcinoma,"aneous carcinoma, Chageal infections",false,false,false,true,false,indications
Hydrol is indicated for the treatment of asperpetiformis.,Hydrol,asperpetiformis,"asperpetiformis, tube cardioblastoma",false,false,false,true,false,indications
Midostate is indicated for the treatment of left ventions.,Midostate,left ventions,"reticers, left ventions",false,false,false,true,false,indications
Tianic sularin is indicated for the treatment of tobact infection.,Tianic sularin,tobact infection,"ery tumor, Fabry cell Carcinoma",false,false,false,true,false,indications
Prazolevudine is indicated for the treatment of hypotenoma.,Prazolevudine,hypotenoma,"septocorphylaxis, akine disorders",false,false,false,true,false,indications
Thiamterferrin is indicated for the treatment of ventitivitive disorder.,Thiamterferrin,ventitivitive disorder,"Fabry cell Carcinoma, ventitivitive disorder",false,false,false,true,false,indications
Tenoxazole is not indicated for the treatment of molynes.,Tenoxazole,molynes,"infectal hea, molynes",false,true,false,true,false,indications
Motene glanzapril is not indicated for the treatment of megallergic colic.,Motene glanzapril,megallergic colic,"opic gangioedema, septocorphylaxis",false,true,false,true,false,indications
Terbutamide is indicated for the treatment of acute lymphobladders.,Terbutamide,acute lymphobladders,"teethronchiectiver cancer, hypoteineal disorder",false,false,false,true,false,indications
Olophentiramide is indicated for the treatment of Onychoticus.,Olophentiramide,Onychoticus,"perebrilepsies, Onychoticus",false,false,false,true,false,indications
Idarone is indicated for the treatment of postolorhythemia.,Idarone,postolorhythemia,"megallergic colic, memogloblasms",false,false,false,true,false,indications
Taurtin genem is indicated for the treatment of deliriurinency.,Taurtin genem,deliriurinency,"deliriurinency, atori infective Disease",false,false,false,true,false,indications
Methadiol is not indicated for the treatment of memogloblasms.,Methadiol,memogloblasms,"chronchol dism, acquired diabetiformiasis",false,true,false,true,false,indications
Thiazepam is indicated for the treatment of aneous carcinoma.,Thiazepam,aneous carcinoma,"Onychoticus, hepathe overampsis",false,false,false,true,false,indications
Technetaminum Rb-82 is indicated for the treatment of vasophage.,Technetaminum Rb-82,vasophage,"vasophage, poisorders",false,false,false,true,false,indications
Trimeproflurosate is indicated for the treatment of coroparalgia.,Trimeproflurosate,coroparalgia,"delial brease, Zellitis",false,false,false,true,false,indications
Technetamine is not indicated for the treatment of throparasis.,Technetamine,throparasis,"dyslipolyneury, acquired diabetiformiasis",false,true,false,true,false,indications
Procortuzumab is not indicated for the treatment of brometric.,Procortuzumab,brometric,"brometric, GI abusease",false,true,false,true,false,indications
Vorepvec is not indicated for the treatment of amous labyrias.,Vorepvec,amous labyrias,"panmyelock, allergic anding",false,true,false,true,false,indications
Pentan medoran is not indicated for the treatment of sorder cand vomiasis.,Pentan medoran,sorder cand vomiasis,"adrenitic carcinomas, sorder cand vomiasis",false,true,false,true,false,indications
Fluoridilast is indicated for the treatment of live sleedity.,Fluoridilast,live sleedity,"live sleedity, nonvalvulgaris",false,false,false,true,false,indications
Bendazosentan is not indicated for the treatment of cerebral canceratitis.,Bendazosentan,cerebral canceratitis,"acteridematoid leukemias, cerebral canceratitis",false,true,false,true,false,indications
Cefoxoprozil is indicated for the treatment of keraticancrease.,Cefoxoprozil,keraticancrease,"keraticancrease, perebrilepsies",false,false,false,true,false,indications
SR 1207 is indicated for the treatment of arrhythmianic.,SR 1207,arrhythmianic,"scortis, hypoesotroendomycosis",false,false,false,true,false,indications
Alemetamolimus is not indicated for the treatment of sinusion.,Alemetamolimus,sinusion,"myotroid andrombosis bulitis, ovagillar disease",false,true,false,true,false,indications
Droxomide is indicated for the treatment of toothy.,Droxomide,toothy,"toothy, sleediciencer",false,false,false,true,false,indications
Gadoproster is indicated for the treatment of opic gangioedema.,Gadoproster,opic gangioedema,"coroparalgia, galarva microblasia",false,false,false,true,false,indications
Flurbide is indicated for the treatment of leprematus angiopathy.,Flurbide,leprematus angiopathy,"leprematus angiopathy, live sleedity",false,false,false,true,false,indications
Trolazole is indicated for the treatment of muscular agina.,Trolazole,muscular agina,"amous labyrias, muscular agina",false,false,false,true,false,indications
Pinaproxyverin is indicated for the treatment of allergic anding.,Pinaproxyverin,allergic anding,"toothy, allergic anding",false,false,false,true,false,indications
Isopate Ga-68 is indicated for the treatment of muscular agina.,Isopate Ga-68,muscular agina,"herammation, carction",false,false,false,true,false,indications
Zonium arcinoxacin is indicated for the treatment of acute lymphobladders.,Zonium arcinoxacin,acute lymphobladders,"acute lymphobladders, Shore disorders",false,false,false,true,false,indications
Tasquemipropion is not indicated for the treatment of opic gangioedema.,Tasquemipropion,opic gangioedema,"opic gangioedema, prolone",false,true,false,true,false,indications
Loterolidone is not indicated for the treatment of septocorphylaxis.,Loterolidone,septocorphylaxis,"adrenitic carcinomas, septocorphylaxis",false,true,false,true,false,indications
Phenyltoridast is indicated for the treatment of red mout.,Phenyltoridast,red mout,"poisorders, allular diseases",false,false,false,true,false,indications
Idarone is indicated for the treatment of memogloblasms.,Idarone,memogloblasms,"megallergic colic, memogloblasms",false,false,false,true,false,indications
Chlorphalonobucin is not indicated for the treatment of acquired diabetiformiasis.,Chlorphalonobucin,acquired diabetiformiasis,"carction, GI abusease",false,true,false,true,false,indications
Aleglitrate is indicated for the treatment of coroparalgia.,Aleglitrate,coroparalgia,"acteridematoid leukemias, coroparalgia",false,false,false,true,false,indications
Tibofloxazide is indicated for the treatment of ventions.,Tibofloxazide,ventions,"memolycemia, ventions",false,false,false,true,false,indications
Alethylnafil is not indicated for the treatment of ventions.,Alethylnafil,ventions,"muscular agina, neumatotory ostomia",false,true,false,true,false,indications
Amifanidazole is indicated for the treatment of vasophage.,Amifanidazole,vasophage,"infectrum disease, coppendomycosis",false,false,false,true,false,indications
Deutenone is not indicated for the treatment of Zellitis.,Deutenone,Zellitis,"Zellitis, acquired diabetiformiasis",false,true,false,true,false,indications
Fluoridimetaxolol is indicated for the treatment of chronchol dism.,Fluoridimetaxolol,chronchol dism,"Faminal disorders, hyperampsies",false,false,false,true,false,indications
Calcitabine is not indicated for the treatment of acute lymphobladders.,Calcitabine,acute lymphobladders,"trapyramin tumonic, hematocellitus",false,true,false,true,false,indications
Deutenone is not indicated for the treatment of keraticancrease.,Deutenone,keraticancrease,"Zellitis, acquired diabetiformiasis",false,true,false,true,false,indications
Argase ant is not indicated for the treatment of hypoteineal disorder.,Argase ant,hypoteineal disorder,"fibronary hyperal infection, hypoteineal disorder",false,true,false,true,false,indications
Nylindenol is not indicated for the treatment of anal bleepischema.,Nylindenol,anal bleepischema,"keraticancrease, Onychoticus",false,true,false,true,false,indications
Azelanzamide is not indicated for the treatment of acute lymphobladders.,Azelanzamide,acute lymphobladders,"hepathe overampsis, acular acidosis",false,true,false,true,false,indications
Fluoridilast is indicated for the treatment of nonvalvulgaris.,Fluoridilast,nonvalvulgaris,"live sleedity, nonvalvulgaris",false,false,false,true,false,indications
Fluconatat is not indicated for the treatment of bronary hea.,Fluconatat,bronary hea,"aneous carcinoma, bronary hea",false,true,false,true,false,indications
Olophentiramide is indicated for the treatment of lungococclusteoplain.,Olophentiramide,lungococclusteoplain,"perebrilepsies, Onychoticus",false,false,false,true,false,indications
Magnesartan is not indicated for the treatment of throparasis.,Magnesartan,throparasis,"throparasis, coroparalgia",false,true,false,true,false,indications
Technetamine is indicated for the treatment of fibronary hyperal infection.,Technetamine,fibronary hyperal infection,"dyslipolyneury, acquired diabetiformiasis",false,false,false,true,false,indications
Midostate is indicated for the treatment of reticers.,Midostate,reticers,"reticers, left ventions",false,false,false,true,false,indications
Aldehydrocin is not indicated for the treatment of thromegalar distruction.,Aldehydrocin,thromegalar distruction,"abnorrhosis, CMV reathyosis",false,true,false,true,false,indications
Fimab govobex is indicated for the treatment of tube cardioblastoma.,Fimab govobex,tube cardioblastoma,"carcolitis, tube cardioblastoma",false,false,false,true,false,indications
Exentan is indicated for the treatment of toothy.,Exentan,toothy,"toothy, adrenitic carcinomas",false,false,false,true,false,indications
Alanthenprofloxisentol is not indicated for the treatment of acid cancer disorders.,Alanthenprofloxisentol,acid cancer disorders,"infectrum disease, Zellitis",false,true,false,true,false,indications
Amlodron is indicated for the treatment of nonvalvulgaris.,Amlodron,nonvalvulgaris,"nonvalvulgaris, Onychoticus",false,false,false,true,false,indications
Isopate Ga-68 is indicated for the treatment of endocrinessiver.,Isopate Ga-68,endocrinessiver,"herammation, carction",false,false,false,true,false,indications
Lumab medane is indicated for the treatment of bipolysis infections.,Lumab medane,bipolysis infections,"acteridematoid leukemias, kidnessive disorders",false,false,false,true,false,indications
Pyrimetan is not indicated for the treatment of senic reptic sexual ostableeding.,Pyrimetan,senic reptic sexual ostableeding,"megallergic colic, senic reptic sexual ostableeding",false,true,false,true,false,indications
Diethetahistat is not indicated for the treatment of hypoesotroendomycosis.,Diethetahistat,hypoesotroendomycosis,"hypoesotroendomycosis, galarva microblasia",false,true,false,true,false,indications
Ambrostin is not indicated for the treatment of myotroid andrombosis bulitis.,Ambrostin,myotroid andrombosis bulitis,"prema migrain, perlipidematory loss",false,true,false,true,false,indications
Desvenin is not indicated for the treatment of acquired diabetiformiasis.,Desvenin,acquired diabetiformiasis,"acute mucoronia, gastropatopioid hearthosis",false,true,false,true,false,indications
Pinaproxyverin is not indicated for the treatment of toothy.,Pinaproxyverin,toothy,"toothy, allergic anding",false,true,false,true,false,indications
Talnetium is not indicated for the treatment of hypotenoma.,Talnetium,hypotenoma,"ventions, Shore disorders",false,true,false,true,false,indications
Oxazinezocain is not indicated for the treatment of migranitabias.,Oxazinezocain,migranitabias,"migranitabias, hepathe overampsis",false,true,false,true,false,indications
